,group,names,scores,logfoldchanges,pvals,pvals_adj
349,0,GBP2,2.1536176,,0.03127017449864005,0.09315819619851842
350,0,PLOD2,2.153223,,0.03130115392270219,0.09315819619851842
351,0,IGFBP5,2.1498027,,0.03157081736814048,0.09382115116832236
352,0,SAMD4A,2.1450002,,0.0319528217753185,0.09475116781427526
353,0,CSF1R,2.12707,,0.033414266800999785,0.09842199352282704
354,0,AC046195.1,2.1058009,,0.03522166272791273,0.10344100654306235
355,0,ADGRE2,2.0909815,,0.03652972544968938,0.10712529457386914
356,0,TNFRSF10B,2.072798,,0.03819109144180457,0.11166985801697242
357,0,PCSK5,2.064066,,0.039011458030618465,0.11390206724268163
358,0,TMEM51,2.056791,,0.039706335367787,0.11576191069325655
359,0,FGF13,2.030902,,0.04226494966374479,0.12232981089361734
360,0,FLI1,2.003748,,0.045097080038521656,0.12977576989502634
361,0,TNFRSF10D,1.9996212,,0.04554118958655609,0.13086548731768993
